WorkerId,Approve? (A/R),Feedback?,"Grant Bonus? (amount,reason)",attribute,answers,,,,,,,,,,,,,,,,,,,
A3T8J0PN3DLSTM,,,,freedom_1:26:00::,adscript : 0,bound : 0,prisonlike : 0,serflike : 0,trapped : 0,confined : 1,entangled : 1,nonautonomous : 1,available : 18,loose : 19,unconfined : 19,unconstrained : 19,unrestricted : 19,free : 20,independent : 20,liberated : 20,,,,
A2XFO0X6RCS98M,,,,concreteness_1:07:00::,objective : 16,concrete : 19,real : 19,,,,,,,,,,,,,,,,,
AXHDHGJRFHMRR,,,,concreteness_1:07:00::,real : 18,objective : 19,concrete : 20,,,,,,,,,,,,,,,,,
A1LOD3LNX7FUPJ,,,,width_1:07:00::,narrow : 0,straplike : 4,thin : 5,beamy : 7,broad-brimmed : 8,wide-screen : 9,panoramic : 10,strait : 10,sweeping : 11,fanlike : 12,narrow-mouthed : 12,tapered : 12,deep : 13,wide : 20,,,,,,
A3GLMBZSG3VU4P,,,,width_1:07:00::,narrow : 0,narrow-mouthed : 0,thin : 0,deep : 1,tapered : 1,straplike : 3,strait : 6,fanlike : 13,sweeping : 17,broad-brimmed : 19,panoramic : 20,wide : 20,wide-screen : 20,,,,,,,
AMX5R6NLYNA2K,,,,importance_1:07:00::,inconsequential : 0,indifferent : 0,little : 0,unimportant : 0,great : 1,lightweight : 1,measurable : 11,strategic : 11,big : 19,distinguished : 19,heavy : 19,serious : 19,alpha : 20,central : 20,chief : 20,essential : 20,grand : 20,historic : 20,important : 20,
A7SM0NS3IFW96,,,,importance_1:07:00::,alpha : 0,central : 0,essential : 0,historic : 0,inconsequential : 0,little : 0,great : 1,lightweight : 1,strategic : 1,grand : 19,important : 19,indifferent : 19,measurable : 19,serious : 19,big : 20,burning : 20,chief : 20,distinguished : 20,heavy : 20,unimportant : 20
AX45LNCXBTU9P,,,,directness_1:07:00::,diversionary : 0,indirect : 0,askance : 1,nonstop : 1,winding : 1,roundabout : 2,door-to-door : 11,point-blank : 19,through : 19,direct : 20,straightforward : 20,undeviating : 20,,,,,,,,
A1A6DUWWGNEE4W,,,,directness_1:07:00::,indirect : 0,roundabout : 1,diversionary : 2,askance : 3,winding : 7,door-to-door : 9,through : 16,straightforward : 18,nonstop : 19,undeviating : 19,direct : 20,point-blank : 20,,,,,,,,
A03922113RU44GENR8ATX,,,,directness_1:07:00::,diversionary : 0,indirect : 0,roundabout : 0,winding : 1,askance : 2,point-blank : 19,through : 19,direct : 20,nonstop : 20,straightforward : 20,undeviating : 20,,,,,,,,,
A2XFO0X6RCS98M,,,,substantiality_1:07:00::,shadowy : 3,unreal : 3,aerial : 6,stringy : 6,real : 17,,,,,,,,,,,,,,,
AGFYWCPRQIB6O,,,,substantiality_1:07:00::,aerial : 1,unreal : 1,shadowy : 5,stringy : 5,real : 19,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,intrusiveness_1:07:00::,not_intrusive : 1,busy : 11,encroaching : 11,intrusive : 15,,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,diverseness_1:07:00::,unvarying : 2,miscellaneous : 18,varicolored : 18,variform : 18,various : 18,omnifarious : 20,,,,,,,,,,,,,,
A1J8TVICSRC70W,,,,diverseness_1:07:00::,unvarying : 3,miscellaneous : 14,varicolored : 14,variform : 14,omnifarious : 16,various : 18,,,,,,,,,,,,,,
A7SM0NS3IFW96,,,,diverseness_1:07:00::,omnifarious : 0,unvarying : 0,miscellaneous : 1,varicolored : 20,variform : 20,various : 20,,,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,abstemiousness_1:07:00::,abstemious : 16,austere : 16,abstentious : 19,,,,,,,,,,,,,,,,,
A1LOD3LNX7FUPJ,,,,abstemiousness_1:07:00::,austere : 6,abstemious : 14,abstentious : 20,,,,,,,,,,,,,,,,,
A3T8J0PN3DLSTM,,,,abstemiousness_1:07:00::,austere : 12,abstentious : 19,abstemious : 20,,,,,,,,,,,,,,,,,
A1V0NUMA2VA07M,,,,gluttony_1:07:00::,ravenous : 1,greedy : 12,overgreedy : 13,hoggish : 19,gluttonous : 20,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,gluttony_1:07:00::,crapulent : 19,gluttonous : 20,greedy : 20,hoggish : 20,overgreedy : 20,ravenous : 20,,,,,,,,,,,,,,
A291KO368YRYCR,,,,gluttony_1:07:00::,greedy : 17,overgreedy : 18,ravenous : 18,hoggish : 19,gluttonous : 20,,,,,,,,,,,,,,,
A1J8TVICSRC70W,,,,financial_condition,needy : 1,pinched : 1,poor : 1,broke : 4,moneyless : 4,unprovided_for : 4,easy : 17,loaded : 20,rich : 20,,,,,,,,,,,
A3T8J0PN3DLSTM,,,,financial_condition,broke : 0,moneyless : 0,needy : 0,unprovided_for : 0,pinched : 1,poor : 1,rich : 19,loaded : 20,,,,,,,,,,,,
A2MZMONB3L1JH0,,,,degree_1:07:00::,last : 1,low : 1,terrible : 1,down : 2,soft : 2,reduced : 3,cold : 7,wild : 12,concentrated : 17,advanced : 18,deep : 18,intense : 18,main : 18,strong : 18,violent : 18,big : 19,high : 19,extreme : 20,full : 20,
A61GHYNS1DFT7,,,,degree_1:07:00::,last : 2,low : 2,cold : 4,soft : 4,down : 6,reduced : 7,graduate : 10,main : 12,high : 14,big : 15,full : 15,strong : 15,advanced : 16,wild : 16,deep : 17,terrible : 17,concentrated : 18,extreme : 18,intense : 18,violent : 18
AB98SGS280TY5,,,,popularity_1:07:00::,unpopular : 0,less-traveled : 1,popular : 15,best-selling : 16,touristed : 17,hot : 18,favorite : 19,fashionable : 20,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,popularity_1:07:00::,unpopular : 0,less-traveled : 1,popular : 19,touristed : 19,best-selling : 20,fashionable : 20,favorite : 20,hot : 20,,,,,,,,,,,,
A1LOD3LNX7FUPJ,,,,popularity_1:07:00::,unpopular : 0,best-selling : 4,touristed : 13,less-traveled : 15,fashionable : 17,favorite : 20,hot : 20,popular : 20,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,familiarity_1:07:01::,unfamiliar : 0,strange : 1,unacquainted : 1,beaten : 17,old : 17,acquainted : 19,familiar : 19,well-known : 19,,,,,,,,,,,,
A23WHSJ0I16TNN,,,,familiarity_1:07:01::,strange : 0,unfamiliar : 0,unacquainted : 4,beaten : 11,acquainted : 14,old : 17,familiar : 19,well-known : 20,,,,,,,,,,,,
A1LOD3LNX7FUPJ,,,,familiarity_1:07:01::,strange : 1,beaten : 3,unfamiliar : 4,unacquainted : 8,acquainted : 14,old : 16,familiar : 20,well-known : 20,,,,,,,,,,,,
A3542PB4Z0NE80,,,,obedience_1:07:00::,disobedient : 0,contrary : 3,recusant : 4,recalcitrant : 11,conformable : 14,acquiescent : 16,willful : 17,duteous : 18,obedient : 20,,,,,,,,,,,
A7SM0NS3IFW96,,,,obedience_1:07:00::,conformable : 0,contrary : 0,recusant : 0,disobedient : 1,duteous : 1,willful : 1,obedient : 19,y2k_compliant : 19,acquiescent : 20,recalcitrant : 20,,,,,,,,,,
A3KOEOCIY5LUB,,,,likelihood_1:07:00::,last : 0,outside : 0,farfetched : 1,unlikely : 2,promising : 18,apt : 19,likely : 19,probable : 19,,,,,,,,,,,,
A3V1VK1A3NYN17,,,,likelihood_1:07:00::,farfetched : 0,last : 0,outside : 1,unlikely : 1,apt : 19,likely : 19,probable : 20,promising : 20,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,likelihood_1:07:00::,last : 0,unlikely : 0,farfetched : 1,outside : 1,apt : 17,likely : 19,probable : 19,promising : 19,,,,,,,,,,,,
A1J8TVICSRC70W,,,,ancestry_1:07:00::,crossbred : 7,half-breed : 7,bigeneric : 9,underbred : 12,hybrid : 13,blooded : 18,pedigree : 18,purebred : 19,,,,,,,,,,,,
AMX5R6NLYNA2K,,,,ancestry_1:07:00::,crossbred : 0,half-breed : 0,hybrid : 0,bigeneric : 1,blooded : 1,underbred : 1,pedigree : 20,purebred : 20,,,,,,,,,,,,
A03922113RU44GENR8ATX,,,,ancestry_1:07:00::,crossbred : 0,half-breed : 0,underbred : 0,hybrid : 1,pedigree : 20,purebred : 20,,,,,,,,,,,,,,
A3T8J0PN3DLSTM,,,,completeness_1:26:00::,broken : 0,incomplete : 0,partial : 0,rudimentary : 0,half : 10,neither : 10,good : 15,absolute : 19,full-blown : 19,sound : 19,complete : 20,full : 20,self-contained : 20,thorough : 20,,,,,,
A3GLMBZSG3VU4P,,,,completeness_1:26:00::,broken : 0,hearty : 0,incomplete : 0,sound : 0,rudimentary : 1,half : 8,partial : 8,self-contained : 12,full-clad : 16,thorough : 16,clean : 17,absolute : 19,full-blown : 19,all : 20,all-out : 20,complete : 20,full : 20,,,
AMX5R6NLYNA2K,,,,completeness_1:26:00::,incomplete : 0,partial : 0,rudimentary : 0,broken : 1,dead : 7,half : 10,clean : 13,full-blown : 19,full-clad : 19,hearty : 19,thorough : 19,absolute : 20,all : 20,all-out : 20,complete : 20,full : 20,good : 20,neither : 20,,
A3GLMBZSG3VU4P,,,,significance_1:07:00::,inappreciable : 0,trivial : 0,unimportant : 0,operative : 1,thin : 1,light : 6,evidential : 14,large : 14,prodigious : 15,remarkable : 16,momentous : 17,fundamental : 19,monumental : 19,epoch-making : 20,important : 20,world-shaking : 20,,,,
AMX5R6NLYNA2K,,,,significance_1:07:00::,inappreciable : 0,trivial : 0,unimportant : 0,operative : 1,light : 2,thin : 2,large : 18,evidential : 19,monumental : 19,epoch-making : 20,fundamental : 20,important : 20,momentous : 20,prodigious : 20,remarkable : 20,world-shaking : 20,,,,
A1V0L5FYLMAHTG,,,,activeness_1:07:00::,desk-bound : 0,dormant : 0,sedentary : 0,inactive : 1,on_the_go : 1,overactive : 1,athletic : 17,hypoactive : 17,hands-on : 18,quick : 18,sporty : 18,active : 19,proactive : 19,inert : 20,,,,,,
A29RBRL117PYX0,,,,activeness_1:07:00::,desk-bound : 1,inactive : 1,inert : 2,sedentary : 2,hands-on : 16,on_the_go : 17,quick : 17,sporty : 17,athletic : 18,dormant : 18,hot : 18,active : 19,hypoactive : 19,proactive : 19,overactive : 20,,,,,
AS3M818NX9EAI,,,,activeness_1:07:00::,dormant : 0,inactive : 0,desk-bound : 1,sedentary : 1,about : 10,hot : 10,athletic : 19,hands-on : 19,on_the_go : 19,proactive : 19,active : 20,hypoactive : 20,inert : 20,overactive : 20,quick : 20,sporty : 20,,,,
A3454T4PU9GJM0,,,,political_orientation,socialized : 13,traditionalist : 16,civil-libertarian : 19,neoliberal : 19,progressive : 19,ultraconservative : 19,welfare-statist : 19,,,,,,,,,,,,,
A7SM0NS3IFW96,,,,political_orientation,buttoned-up : 0,liberal : 0,socialized : 0,fusty : 1,neoliberal : 2,civil-libertarian : 18,conservative : 18,progressive : 19,ultraconservative : 19,blimpish : 20,traditionalist : 20,welfare-statist : 20,,,,,,,,
A3RS7UCO7CQ74R,,,,political_orientation,blimpish : 2,fusty : 4,neoliberal : 15,traditionalist : 15,welfare-statist : 15,conservative : 17,socialized : 17,ultraconservative : 17,civil-libertarian : 19,liberal : 19,progressive : 19,,,,,,,,,
A3K8M2HF171NED,,,,age_1:07:00::,fresh : 0,new : 0,virgin : 0,young : 0,early : 1,little : 1,recent : 2,junior : 4,rising : 4,headed : 6,big : 7,hot : 10,prime : 10,used : 16,gray : 18,mature : 18,ancient : 20,old : 20,,
A3CM9TGXC5LR3D,,,,age_1:07:00::,ancient : 0,hot : 0,new : 0,yellow : 0,young : 0,early : 1,fresh : 1,little : 1,prime : 1,rising : 1,big : 19,gray : 19,headed : 19,old : 19,virgin : 19,junior : 20,mature : 20,novel : 20,recent : 20,used : 20
A1640H4RXH8NZE,,,,age_1:07:00::,hot : 0,new : 0,recent : 0,virgin : 0,young : 0,early : 1,fresh : 1,little : 1,novel : 1,rising : 1,junior : 2,prime : 11,used : 18,gray : 19,old : 19,ancient : 20,mature : 20,,,
A3454T4PU9GJM0,,,,opacity_1:07:00::,solid : 0,frosted : 8,foggy : 9,milky : 10,semiopaque : 13,muddy : 16,opaque : 20,,,,,,,,,,,,,
A3GLMBZSG3VU4P,,,,opacity_1:07:00::,glaucous : 8,foggy : 13,muddy : 13,semiopaque : 13,milky : 17,frosted : 18,light-tight : 20,opaque : 20,solid : 20,,,,,,,,,,,
A3KOEOCIY5LUB,,,,texture_1:07:00::,coarse-grained : 0,harsh : 0,dustlike : 1,granulated : 2,granular : 3,nongranular : 10,powdered : 10,plush-like : 17,fine-grained : 18,fine : 19,floury : 19,superfine : 20,,,,,,,,
A3RS7UCO7CQ74R,,,,texture_1:07:00::,fine : 1,superfine : 1,close : 3,fine-grained : 3,nongranular : 3,dustlike : 5,open : 5,powdered : 5,coarse-grained : 15,plush-like : 15,floury : 17,harsh : 17,granular : 19,granulated : 19,,,,,,
A1LOD3LNX7FUPJ,,,,staleness_1:07:01::,day-old : 0,hard : 0,stale : 0,rotten : 1,moldy : 2,cold : 4,bad : 5,putrid : 6,addled : 8,corrupt : 8,rancid : 9,putrescent : 10,maggoty : 11,limp : 13,,,,,,
A2XFO0X6RCS98M,,,,sensitivity_1:26:00::,desensitising : 1,numbing : 1,sensitising : 19,,,,,,,,,,,,,,,,,
A3QUWIT972BYUH,,,,sensitivity_1:26:00::,numbing : 0,desensitising : 1,sensitising : 20,,,,,,,,,,,,,,,,,
A1LOD3LNX7FUPJ,,,,sensitivity_1:26:00::,numbing : 0,desensitising : 2,sensitising : 16,,,,,,,,,,,,,,,,,
A37594CY88JI6G,,,,lawfulness_1:07:00::,lawless : 0,unlawful : 3,wrongful : 6,observant : 15,lawful : 20,,,,,,,,,,,,,,,
A1J8TVICSRC70W,,,,lawfulness_1:07:00::,lawless : 0,unlawful : 0,wrongful : 0,observant : 17,lawful : 19,,,,,,,,,,,,,,,
AAJ5CS1GQYADR,,,,wetness_1:26:00::,baked : 0,dried : 0,dried-out : 0,dried-up : 0,dry : 0,shriveled : 0,arid : 1,thirsty : 1,clammy : 18,muddy : 18,sticky : 18,damp : 19,misty : 19,steaming : 19,rainy : 20,sodden : 20,washed : 20,watery : 20,wet : 20,
A7SM0NS3IFW96,,,,wetness_1:26:00::,damp : 0,dried : 0,dried-up : 0,dry : 0,rainy : 0,shriveled : 0,muddy : 1,sloppy : 1,sodden : 1,steaming : 1,wet : 1,dried-out : 19,misty : 19,sticky : 19,washed : 19,watery : 19,arid : 20,baked : 20,clammy : 20,thirsty : 20
A23WHSJ0I16TNN,,,,wariness_1:07:00::,unwary : 0,gullible : 2,unguarded : 2,on_guard : 18,shy : 18,wary : 20,,,,,,,,,,,,,,
A291KO368YRYCR,,,,wariness_1:07:00::,gullible : 0,unwary : 0,unguarded : 1,shy : 15,on_guard : 19,wary : 19,,,,,,,,,,,,,,
A1LOD3LNX7FUPJ,,,,mandate_1:10:00::,unlicensed : 2,unauthorized : 5,glorified : 7,authorized : 11,approved : 13,self-appointed : 15,licensed : 16,empowered : 17,,,,,,,,,,,,
A23WHSJ0I16TNN,,,,mandate_1:10:00::,self-appointed : 0,unauthorized : 2,unlicensed : 2,glorified : 15,approved : 17,authorized : 19,licensed : 19,empowered : 20,,,,,,,,,,,,
A23OR0D1FCUVMM,,,,mandate_1:10:00::,unauthorized : 0,unlicensed : 2,self-appointed : 15,licensed : 17,authorized : 18,approved : 19,glorified : 19,empowered : 20,,,,,,,,,,,,
A1DFSOSNX552J5,,,,sarcasm_1:10:00::,unsarcastic : 2,satiric : 9,sarcastic : 14,saturnine : 16,sardonic : 18,barbed : 19,corrosive : 20,,,,,,,,,,,,,
A3GLMBZSG3VU4P,,,,sarcasm_1:10:00::,unsarcastic : 0,barbed : 7,corrosive : 7,saturnine : 11,satiric : 17,sarcastic : 20,sardonic : 20,,,,,,,,,,,,,
A1V0NUMA2VA07M,,,,sarcasm_1:10:00::,unsarcastic : 0,corrosive : 15,sardonic : 17,sarcastic : 20,satiric : 20,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,,,,utility_1:07:00::,futile : 0,inutile : 0,unserviceable : 0,useless : 0,reclaimable : 13,serviceable : 13,utilitarian : 19,utilizable : 19,multipurpose : 20,useful : 20,,,,,,,,,,
A1LOD3LNX7FUPJ,,,,utility_1:07:00::,useless : 2,futile : 5,unserviceable : 6,utilitarian : 8,serviceable : 11,inutile : 13,reclaimable : 14,multipurpose : 18,useful : 20,utilizable : 20,,,,,,,,,,
AEF0KPEB244C7,,,,duration_1:07:00::,brief : 0,clipped : 0,fleeting : 0,short : 0,short-range : 1,short-term : 1,overnight : 4,long : 17,long-acting : 18,long-range : 18,lasting : 19,long-term : 19,longitudinal : 19,longstanding : 19,continuing : 20,eternal : 20,extended : 20,lifelong : 20,long-life : 20,
A2XFO0X6RCS98M,,,,duration_1:07:00::,brief : 0,clipped : 0,fleeting : 0,short : 0,short-range : 0,short-term : 1,longitudinal : 12,overnight : 17,extended : 19,long-acting : 19,long-life : 19,long-range : 19,continuing : 20,eternal : 20,lasting : 20,lifelong : 20,long : 20,long-term : 20,longstanding : 20,perennial : 20
A3KOEOCIY5LUB,,,,sameness_1:07:00::,assonant : 1,duplicate : 12,like : 14,synoptic : 16,cookie-cutter : 19,homophonic : 19,identical : 20,one : 20,same : 20,,,,,,,,,,,
A1V0NUMA2VA07M,,,,sameness_1:07:00::,homophonic : 12,like : 12,one : 19,same : 19,cookie-cutter : 20,duplicate : 20,identical : 20,,,,,,,,,,,,,
A1XJ9VFOJ4LP2X,,,,sameness_1:07:00::,assonant : 16,homophonic : 16,cookie-cutter : 17,like : 19,duplicate : 20,identical : 20,one : 20,same : 20,,,,,,,,,,,,
A7SM0NS3IFW96,,,,susceptibility_1:26:00::,,,,,,,,,,,,,,,,,,,,
A3T8J0PN3DLSTM,,,,attractiveness_1:07:00::,dinky : 0,unattractive : 0,unprepossessing : 0,winsome : 0,plain : 1,fascinating : 14,prepossessing : 15,engaging : 16,hypnotic : 17,personable : 17,attractive : 19,photogenic : 19,irresistible : 20,magnetic : 20,taking : 20,,,,,
A3GLMBZSG3VU4P,,,,attractiveness_1:07:00::,plain : 0,unattractive : 0,winsome : 0,dinky : 1,unprepossessing : 1,engaging : 10,fascinating : 14,taking : 15,photogenic : 17,attractive : 19,glossy : 19,magnetic : 19,personable : 19,cunning : 20,hypnotic : 20,irresistible : 20,,,,
A1V0NUMA2VA07M,,,,maleficence_1:07:00::,baleful : 19,evil : 19,maleficent : 19,,,,,,,,,,,,,,,,,
A2NDF21CYB14BB,,,,maleficence_1:07:00::,baleful : 14,evil : 17,maleficent : 20,,,,,,,,,,,,,,,,,
A23WHSJ0I16TNN,,,,liveliness_1:07:00::,breezy : 10,bouncing : 13,bubbling : 15,effusive : 17,live : 19,alive : 20,,,,,,,,,,,,,,
