Attribute,Interpretation,Kappa (n=5),# of submissions,Average # added,Average # removed,shared_adjectives,shared_dependencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wariness_1:07:00::,Moderate Agreement,0.4782214156,6,1,0.1666666667,"['unwary', 'gullible', 'unguarded', 'wary', 'on_guard']",unwary = gullible,unwary = unguarded,unwary < wary,unwary < on_guard,gullible = unguarded,gullible < wary,gullible < on_guard,unguarded < wary,unguarded < on_guard,wary = on_guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activeness_1:07:00::,Fair Agreement,0.3907911593,6,1,1,"['dormant', 'on_the_go', 'inert', 'athletic', 'overactive', 'quick', 'inactive', 'proactive', 'hypoactive', 'active', 'sedentary', 'hands-on', 'desk-bound', 'sporty']",dormant < on_the_go,dormant < athletic,dormant < overactive,dormant < quick,dormant < inactive,dormant < proactive,dormant < hypoactive,dormant < active,dormant < sedentary,dormant < hands-on,dormant < desk-bound,dormant < sporty,on_the_go > inert,on_the_go < overactive,on_the_go > inactive,on_the_go = proactive,on_the_go > hypoactive,on_the_go < active,on_the_go > sedentary,on_the_go > hands-on,on_the_go > desk-bound,on_the_go < sporty,inert < athletic,inert < overactive,inert < quick,inert < proactive,inert < hypoactive,inert < active,inert = sedentary,inert < hands-on,inert < sporty,athletic < overactive,athletic > inactive,athletic > hypoactive,athletic < active,athletic > sedentary,athletic > hands-on,athletic > desk-bound,overactive = quick,overactive > inactive,overactive > proactive,overactive > hypoactive,overactive > active,overactive > sedentary,overactive > hands-on,overactive > desk-bound,overactive = sporty,quick > inactive,quick > hypoactive,quick > sedentary,quick > hands-on,quick > desk-bound,quick = sporty,inactive < proactive,inactive < hypoactive,inactive < active,inactive < hands-on,inactive < sporty,proactive > hypoactive,proactive = active,proactive > sedentary,proactive > hands-on,proactive > desk-bound,proactive < sporty,hypoactive < active,hypoactive > sedentary,hypoactive < hands-on,hypoactive > desk-bound,hypoactive < sporty,active > sedentary,active > hands-on,active > desk-bound,sedentary < hands-on,sedentary < sporty,hands-on > desk-bound,hands-on < sporty,desk-bound < sporty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensitivity_1:12:00::,Moderate Agreement,0.5342926215,7,1,0.1428571429,"['soulless', 'insensitive', 'oversensitive', 'touchy', 'callous', 'alive', 'sensitive', 'thick-skinned', 'unaffected', 'dull']",soulless < oversensitive,soulless < touchy,soulless < callous,soulless < alive,soulless < sensitive,soulless < thick-skinned,soulless < unaffected,soulless < dull,insensitive < oversensitive,insensitive < touchy,insensitive < alive,insensitive < sensitive,insensitive > thick-skinned,oversensitive = touchy,oversensitive > callous,oversensitive > alive,oversensitive > sensitive,oversensitive > thick-skinned,oversensitive > unaffected,oversensitive > dull,touchy > callous,touchy > alive,touchy > thick-skinned,touchy > unaffected,touchy > dull,callous < alive,callous < sensitive,callous = unaffected,alive < sensitive,alive > thick-skinned,alive > unaffected,alive > dull,sensitive > thick-skinned,sensitive > unaffected,sensitive > dull,thick-skinned < dull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
health_1:26:00::,Fair Agreement,0.3992881123,6,0.5,1.1666666667,"['firm', 'rheumatic', 'unhealthy', 'foaming', 'healthy', 'puffy', 'yellow', 'hearty', 'sickly', 'bad', 'good', 'rosy', 'whole', 'pathological', 'ruddy']",firm > rheumatic,firm > unhealthy,firm > foaming,firm < healthy,firm > puffy,firm > yellow,firm < hearty,firm > sickly,firm > bad,firm < good,firm > rosy,firm < whole,firm > pathological,firm > ruddy,rheumatic < foaming,rheumatic < healthy,rheumatic < puffy,rheumatic < yellow,rheumatic < hearty,rheumatic < bad,rheumatic < good,rheumatic < rosy,rheumatic < whole,rheumatic < ruddy,unhealthy < healthy,unhealthy < puffy,unhealthy < yellow,unhealthy < hearty,unhealthy = sickly,unhealthy < bad,unhealthy < good,unhealthy < rosy,unhealthy < whole,unhealthy < ruddy,foaming < healthy,foaming < puffy,foaming < yellow,foaming < hearty,foaming < bad,foaming < good,foaming < rosy,foaming < whole,foaming < ruddy,healthy > puffy,healthy > yellow,healthy > hearty,healthy > sickly,healthy > bad,healthy > good,healthy > rosy,healthy > whole,healthy > pathological,healthy > ruddy,puffy > yellow,puffy < hearty,puffy > sickly,puffy < good,puffy < rosy,puffy < whole,puffy > pathological,puffy < ruddy,yellow < hearty,yellow > sickly,yellow > bad,yellow < good,yellow < rosy,yellow < whole,yellow > pathological,yellow < ruddy,hearty > sickly,hearty > bad,hearty > rosy,hearty > pathological,hearty > ruddy,sickly < bad,sickly < good,sickly < rosy,sickly < whole,sickly = pathological,sickly < ruddy,bad < good,bad < rosy,bad < whole,bad > pathological,bad < ruddy,good > rosy,good > whole,good > pathological,good > ruddy,rosy < whole,rosy > pathological,whole > pathological,whole > ruddy,pathological < ruddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practicality_1:07:00::,Moderate Agreement,0.4750899379,6,1,1,"['unimaginative', 'applicative', 'impractical', 'unfunctional', 'working', 'unwieldy', 'functional', 'serviceable', 'practical']",unimaginative < applicative,unimaginative > impractical,unimaginative > unfunctional,unimaginative < working,unimaginative > unwieldy,unimaginative < functional,unimaginative < serviceable,unimaginative < practical,applicative > impractical,applicative > unfunctional,applicative > unwieldy,applicative > serviceable,applicative = practical,impractical < working,impractical < unwieldy,impractical < functional,impractical < serviceable,impractical < practical,unfunctional < working,unfunctional < functional,unfunctional < serviceable,unfunctional < practical,working > unwieldy,working < functional,working > serviceable,working < practical,unwieldy < functional,unwieldy < serviceable,unwieldy < practical,functional > serviceable,serviceable < practical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complexion_1:07:00::,Slight Agreement,0.1933497537,6,1,2.1666666667,"['brown', 'fair', 'adust', 'dark', 'swarthy', 'nordic', 'nutbrown', 'tanned']",brown > fair,brown < dark,brown > nordic,brown > nutbrown,brown > tanned,fair < adust,fair < dark,fair < swarthy,fair < nutbrown,fair < tanned,adust > nordic,adust > nutbrown,dark = swarthy,dark > nordic,dark > nutbrown,dark > tanned,swarthy > nordic,swarthy > nutbrown,swarthy > tanned,nordic < nutbrown,nordic < tanned,nutbrown < tanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correctness_1:07:01::,Moderate Agreement,0.461801318,6,1,0,"['erroneous', 'false', 'fallacious', 'straight', 'wrong', 'right', 'accurate', 'letter-perfect']",erroneous = false,erroneous < straight,erroneous = wrong,erroneous < right,erroneous < accurate,erroneous < letter-perfect,false < fallacious,false < straight,false = wrong,false < right,false < accurate,false < letter-perfect,fallacious < straight,fallacious < right,fallacious < accurate,fallacious < letter-perfect,straight > wrong,straight < right,straight < accurate,straight < letter-perfect,wrong < right,wrong < accurate,wrong < letter-perfect,right < accurate,right < letter-perfect,accurate = letter-perfect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completeness_1:26:00::,Substantial Agreement,0.6489510025,6,0.6666666667,2.3333333333,"['full', 'partial', 'complete', 'rudimentary', 'thorough', 'full-blown', 'broken', 'half', 'incomplete', 'absolute']",full > partial,full = complete,full > rudimentary,full > thorough,full > full-blown,full > broken,full > half,full > incomplete,full > absolute,partial < complete,partial < thorough,partial < full-blown,partial = broken,partial < half,partial = incomplete,partial < absolute,complete > rudimentary,complete > thorough,complete > full-blown,complete > broken,complete > half,complete > incomplete,complete > absolute,rudimentary < thorough,rudimentary < full-blown,rudimentary > broken,rudimentary < half,rudimentary > incomplete,rudimentary < absolute,thorough > broken,thorough > half,thorough > incomplete,thorough < absolute,full-blown > broken,full-blown > half,full-blown > incomplete,full-blown = absolute,broken < half,broken = incomplete,broken < absolute,half > incomplete,half < absolute,incomplete < absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worthiness_1:07:00::,Moderate Agreement,0.4712558221,8,1,0.5,"['model', 'unworthy', 'worthwhile', 'meritorious', 'notable', 'valuable', 'creditable', 'unmeritorious', 'sacred', 'worthy', 'precious', 'commendable', 'worth']",model > unworthy,model > worthwhile,model > meritorious,model > creditable,model > unmeritorious,model < sacred,model > worthy,model < precious,model > commendable,model > worth,unworthy < worthwhile,unworthy < meritorious,unworthy < notable,unworthy < valuable,unworthy < creditable,unworthy < unmeritorious,unworthy < sacred,unworthy < worthy,unworthy < precious,unworthy < commendable,unworthy < worth,worthwhile = meritorious,worthwhile < valuable,worthwhile > creditable,worthwhile > unmeritorious,worthwhile < sacred,worthwhile > worthy,worthwhile < precious,worthwhile > commendable,worthwhile > worth,meritorious > notable,meritorious < valuable,meritorious > creditable,meritorious > unmeritorious,meritorious < sacred,meritorious > worthy,meritorious < precious,meritorious > commendable,meritorious > worth,notable < valuable,notable > creditable,notable > unmeritorious,notable < sacred,notable = worthy,notable < precious,notable < commendable,notable > worth,valuable > creditable,valuable > unmeritorious,valuable < sacred,valuable > worthy,valuable < precious,valuable > commendable,valuable > worth,creditable > unmeritorious,creditable < sacred,creditable < worthy,creditable < precious,creditable < commendable,unmeritorious < sacred,unmeritorious < worthy,unmeritorious < precious,unmeritorious < commendable,unmeritorious < worth,sacred > worthy,sacred > precious,sacred > commendable,sacred > worth,worthy < precious,worthy < commendable,worthy > worth,precious > commendable,precious > worth,commendable > worth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_1:07:00::,Moderate Agreement,0.4267146339,6,0.6666666667,1.6666666667,"['prime', 'gray', 'used', 'old', 'young', 'early', 'virgin', 'ancient', 'rising', 'mature', 'fresh', 'new', 'junior', 'recent']",prime < gray,prime < used,prime < old,prime > young,prime > early,prime > virgin,prime < ancient,prime > rising,prime < mature,prime > fresh,prime > new,prime > junior,prime > recent,gray < old,gray > young,gray > early,gray > virgin,gray < ancient,gray > rising,gray < mature,gray > fresh,gray > new,gray > junior,gray > recent,used < old,used > young,used > early,used > virgin,used < ancient,used > rising,used < mature,used > fresh,used > new,used > junior,used > recent,old > young,old > early,old > virgin,old > rising,old > fresh,old > new,old > junior,old > recent,young < early,young < ancient,young < rising,young < mature,young = new,young < junior,young < recent,early > virgin,early < ancient,early = rising,early < mature,early > fresh,early > new,early < junior,early < recent,virgin < ancient,virgin < rising,virgin < mature,virgin > fresh,virgin < junior,virgin < recent,ancient > rising,ancient > fresh,ancient > new,ancient > junior,ancient > recent,rising < mature,rising > fresh,rising > new,rising < junior,rising > recent,mature > fresh,mature > new,mature > junior,mature > recent,fresh < junior,fresh < recent,new < junior,new < recent,junior > recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
significance_1:07:00::,Moderate Agreement,0.5231169626,6,1,3.6666666667,"['remarkable', 'epoch-making', 'monumental', 'unimportant', 'important', 'trivial', 'world-shaking', 'momentous']",remarkable < epoch-making,remarkable < monumental,remarkable > unimportant,remarkable > trivial,remarkable < world-shaking,remarkable < momentous,epoch-making = monumental,epoch-making > unimportant,epoch-making = important,epoch-making > trivial,epoch-making = world-shaking,epoch-making = momentous,monumental > unimportant,monumental > trivial,monumental = world-shaking,monumental = momentous,unimportant < important,unimportant = trivial,unimportant < world-shaking,unimportant < momentous,important > trivial,important = world-shaking,important = momentous,trivial < world-shaking,trivial < momentous,world-shaking = momentous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
